"","Group","filename","unittitle.text","didunitdate.text","didlanguage.attrs","didabstract.text","level","primarynode.attrs","didunitdate.attrs","container.text","didcontainer.attrs.1","didcontainer.attrs.2","scopecontentid.attrs","scopecontenthead.text","scopecontentp.text","accessrestrictid.attrs","accessrestricthead.text","accessrestrictp.text","note.text","Hierarchical_Relationship","Description_Level","Year_Num"
"11667",3758,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","SLAVIANE obshcheslavianskaia gazeta. Gl. redaktor: V. Iunak. Moscow, Russia. Monthly. 1992-",NA,NA,NA,"series","series",NA,"351","Box","Box: ",NA,NA,NA,NA,NA,NA,"1992: no. 1-41993: no. 5-10, no. 13/14-161994: no. 1(17)",1,"Series",NA
"11668",3758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 1-4"
"11669",3758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1993: no. 5-10, 13/14-16"
"11670",3758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1994: no. 1(17)"
"11671",3759,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","SLAVIANIN gazeta vseslavianskogo Sobora imeni Minina i Pozharskogo. Redaktor: V. F. Popov. Vologda, Russia. Approx. monthly. 1997-",NA,NA,NA,"series","series",NA,"351","Box","Box: ",NA,NA,NA,NA,NA,NA,"1997: no. 1-31998: no. 1(4)-6(9), no. 10-121999: no. 14-172000: no. 6(26)-7(27)2001: no. 1(29)",1,"Series",NA
"11672",3759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 1-3"
"11673",3759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 1(4)-6(9), 10-12"
"11674",3759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 14-17"
"11675",3759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 6(26)-7(27)"
"11676",3759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 1(29)"
"11677",3760,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","SLAVIANKA mezhregional'naia gazeta. Redaktor: N. I. Grebnev. Kursk, Russia. 1995-",NA,NA,NA,"series","series",NA,"351","Box","Box: ",NA,NA,NA,NA,NA,NA,"1996: no. 11/12(14/15)1997: no. 1/2(16/17)-3/4(18/19)",1,"Series",NA
"11678",3760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996: no. 11/12(14/15)"
"11679",3760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 1/2(16/17)-3/4(18/19)"
"11680",3761,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","SLAVIANKA informatsionnyi vypusk. Ha baze prilozheniia k gazete ""Oktiabr'skaia magistral'. "" Title varies: 1997- Slavianka Segodnia Redaktor: A. Seleznev. S-Peterburg, Russia. 199?-",NA,NA,NA,"series","series",NA,"352","Box","Box: ",NA,NA,NA,NA,NA,NA,"1995: no. 46(75)1997: no. 28(159)1998: no. 37(211)",1,"Series",NA
"11681",3761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 46(75)"
"11682",3761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 28(159)"
"11683",3761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 37(211)"
"11684",3762,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","SLAVIANSKAIA GAZETA organ mezhdunarodnogo ob''edineniia «Slavianskoe Vozrozhdenie». Glavnyi redaktor: Evgenii Zaitsev. Minsk, Belarus'. 2 or 3 issues per month. 1997-",NA,NA,NA,"series","series",NA,"352","Box","Box: ",NA,NA,NA,NA,NA,NA,"1997: no. 1-61998: no. 1(7)-24(30)1999: no. 4(41)",1,"Series",NA
"11685",3762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 1-6"
"11686",3762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 1(7)-24(30)"
"11687",3762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 4(41)"
"11688",3763,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","SLAVIANNSKAIA INITSIATIVAObshchestvennaia organizatsiia ""Internatsional sotsial'noi spravedlivosti"" Gl redaktor D. Shevchenko. Kiev, Ukraine. ",NA,NA,NA,"series","series",NA,"352","Box","Box: ",NA,NA,NA,NA,NA,NA,"2005: no. 11",1,"Series",NA
"11689",3763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 11"
"11690",3764,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","SLAVIANSKAIA OBSHCHINAobshchestvenno-politicheskaia gazeta Redaktor vypuska R. L. Perin. Sankt-Peterburg, Russia. 2003",NA,NA,NA,"series","series",NA,"352","Box","Box: ",NA,NA,NA,NA,NA,NA,"2003: nos. 12004: nos. 1 (2), 4 (5)2005: no. 2 (7)2006: no. 1 (8)",1,"Series",NA
