"","Group","filename","unittitle.text","didunitdate.text","didlanguage.attrs","didabstract.text","level","primarynode.attrs","didunitdate.attrs","container.text","didcontainer.attrs.1","didcontainer.attrs.2","scopecontentid.attrs","scopecontenthead.text","scopecontentp.text","accessrestrictid.attrs","accessrestricthead.text","accessrestrictp.text","note.text","Hierarchical_Relationship","Description_Level","Year_Num"
"3210",1046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 1"
"3211",1047,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HOMIN VOLI (Stryi) narodnyi chosopys Stryis'koi mis'koi rady narodnykh deputativ. Stryi, Ukraine. 1990-",NA,NA,NA,"series","series",NA,"487","Box","Box: ",NA,NA,NA,NA,NA,NA,"1991: no. 61(100)",1,"Series",NA
"3212",1047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 61(100)"
"3213",1048,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HORNYLO Ukrains'kyi students'kyi chasopys. L'vov, Ukraine. 1990-",NA,NA,NA,"series","series",NA,"487","Box","Box: ",NA,NA,NA,NA,NA,NA,"1991: no. 1(8)-2/3(9/10)",1,"Series",NA
"3214",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 1(8)-2/3(9/10)"
"3215",1049,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HOSTYNYI DVIR (Kiev chasopys) iliustrovanyi hromads'ko-politychnyi chasopis. Vydannia derzhavnoho istoryko-arkhitekturnoho zapovidnyka ""Starodavnii Kyiv."" H. redaktor: Sharov, V. Kiev, Ukraine. 1990-",NA,NA,NA,"series","series",NA,"115","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 3-4",1,"Series",NA
"3216",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 3-4"
"3217",1050,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HOSTYNYI DVIR (Kiev informatsiinyi dodatok) izdanye MP ""Presstsentr."" Redaktor: Vasylenko, M. Kiev, Ukraine. 1990?-",NA,NA,NA,"series","series",NA,"115","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990?informatsiinyi dodatok1991: no. 4-7",1,"Series",NA
"3218",1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 4-7"
"3219",1051,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HRAMADA (biuleten') biuleten savetskai rady BNF ""Adradzhen'ne"" g. Mensk. Minsk, Byelorussia. 19??-",NA,NA,NA,"series","series",NA,"487","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 1",1,"Series",NA
"3220",1051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 1"
"3221",1052,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HRAMADA (hazeta) svabodnaia Belaruskaia hazeta. Redaktar: Hryshanov, V. Minsk, Byelorussia. 1993-",NA,NA,NA,"series","series",NA,"115","Box","Box: ",NA,NA,NA,NA,NA,NA,"1993: no. 1",1,"Series",NA
"3222",1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1993: no. 1"
"3223",1053,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HRAMADZIANIN hazeta Ab'iadnanai hramadzianskai partyi. Holoiny redaktar: Iaihen Ahurtsoi. Minsk, Byelorussia. Weekly. 1995?-",NA,NA,NA,"series","series",NA,"115","Box","Box: ",NA,NA,NA,NA,NA,NA,"1996: no. 12(21), no. 14(23)",1,"Series",NA
"3224",1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996: no. 12(21), 14(23)"
"3225",1054,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HRANI See also: Hrani PliusOb'ektivnii vzgliad na ukrains'ku politikuShef-redaktor: Viktor Vorotnikov. Kiev, Ukraine. Weekly. 1999?-",NA,NA,NA,"series","series",NA,"116","Box","Box: ",NA,NA,NA,NA,NA,NA,"1999: no. 32000: no. 1-2(1718), no. 7(23), no. 9(25), no. 11(27), no. 17(33), no. 24-25(40-41), no. 37-38(53-54), no. 47(63)2001: no. 12(85)",1,"Series",NA
"3226",1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 3"
"3227",1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 1-2(1718), 7(23), 9(25), 11(27), 17(33), 24-25(40-41), 37-38(53-54), 47(63)"
"3228",1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 12(85)"
"3229",1055,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HRANI PLIUS hazeta pidtymue aktsiiu «Ukraina bez Kuchmy». See also: HraniShef-redaktor: Viktor Vorotnikov. Kiev, Ukraine. 1999?-",NA,NA,NA,"series","series",NA,"116","Box","Box: ",NA,NA,NA,NA,NA,NA,"2000: no. 1(13)2002: no. 5(44)-6/7(45/46)",1,"Series",NA
"3230",1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 1(13)"
"3231",1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 5(44)-6/7(45/46)"
"3232",1056,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HREN See: Hrum. ",NA,NA,NA,"series","series",NA,"116","Box","Box: ",NA,NA,NA,NA,NA,NA,NA,1,"Series",NA
"3233",1057,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HRONIKA DEISTVII informatsionno-analiticheskii biulleten'. Komanda po provedeniiu obshchestvennykh aktsii i kampanii Mezhdunarodnoi Seti -- Molodezhnoe Pravozashchitnoe Dvizhenie (MPD). Vypuskaiushchii redaktor: Ol'ga Kazarina. Voronezh, Russia. 2004-",NA,NA,NA,"series","series",NA,"487","Box","Box: ",NA,NA,NA,NA,NA,NA,"2004: no. 1",1,"Series",NA
"3234",1057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 1"
"3235",1058,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HRUM Human Rights Unique Magazine. Pravozashchitnyi unikal'nyi zhurnal. [s. l. : s. n. ]. 2004-",NA,NA,NA,"series","series",NA,"487","Box","Box: ",NA,NA,NA,NA,NA,NA,"2004: no. 3",1,"Series",NA
"3236",1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 3"
"3237",1059,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HRUNVAL'D = GRUNWALD naviny Belaruskaha ""Adradzhen'nia."" Infarmatsyiny biuleten' Belaruskaha kul'turnaha tavarystva ""Hrunval'd."" Redaktar: V. Chyzhyk. Tallinn, Estonia. 19??-",NA,NA,NA,"series","series",NA,"116","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 1-2",1,"Series",NA
"3238",1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 1-2"
"3239",1060,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","HUTSUL'SHCHYNA shchomisiachna hazeta al'manakh. Redaktor: Vatamaniuk, K. Verkhovyna. 1991-",NA,NA,NA,"series","series",NA,"487","Box","Box: ",NA,NA,NA,NA,NA,NA,"1991: no. 81992: no. 2, no. 4-51993: no. 1",1,"Series",NA
"3240",1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 8"
"3241",1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 2, 4-5"
"3242",1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1993: no. 1"
"3243",1061,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","I R A - EKSPRESS (I R A = Informatsionnoe Rabochee Agentstvo) See also: Soobschaet I R A. Magnitogorsk, RSFSR. Weekly. 1992?-",NA,NA,NA,"series","series",NA,"487","Box","Box: ",NA,NA,NA,NA,NA,NA,"1992: no. 1-3, no. 26",1,"Series",NA
"3244",1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 1-3, 26"
"3245",1062,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","I Z M See: IZM. ",NA,NA,NA,"series","series",NA,"116","Box","Box: ",NA,NA,NA,NA,NA,NA,NA,1,"Series",NA
"3246",1063,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IA - RUSICH'' Gazeta politicheskoi obshchestvennoi organizatsii ""ROSS"" v KChR. Glavnyi redaktor: T. V. Lechebrana. Cherkessk, Russia. Approx. monthly. 2001-",NA,NA,NA,"series","series",NA,"116","Box","Box: ",NA,NA,NA,NA,NA,NA,"2001: no. 4-8, no. 10-142002: no. 1(15)-2(16)2003: no. 6-8, no. 9(31)-15(37), no. 17(39)-19(41), no. 21(43)-25(47)2004: no. 1(73)-3(75), no. 5(77)-15(87), no. 17(89)-18(90)",1,"Series",NA
"3247",1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 4-8, 10-14"
"3248",1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 1(15)-2(16)"
"3249",1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. 6-8, 9(31)-15(37), 17(39)-19(41), 21(43)-25(47)"
"3250",1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 1(73)-3(75), 5(77)-15(87), 17(89)-18(90)"
"3251",1064,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IA - RUSSKII V SAMARE Narodnaia natsional'naia partiia. Povolzhskoe otdelenie. Gl. redaktor: Viktor Valentinovich Guzhov. Samara, Russia. 2001?-",NA,NA,NA,"series","series",NA,"116","Box","Box: ",NA,NA,NA,NA,NA,NA,"2001: no. 22002: no. 42005: no. 1(7)-5(11), no. 7(13)",1,"Series",NA
"3252",1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 2"
"3253",1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 4"
"3254",1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 1(7)-5(11), 7(13)"
"3255",1065,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IA I TY I  NASHE CHUVSTVO GORBACHEVIZMA See: Nashe chuvstvo Gorbachevizma. ",NA,NA,NA,"series","series",NA,"116","Box","Box: ",NA,NA,NA,NA,NA,NA,NA,1,"Series",NA
"3256",1066,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IA RUSSKII ob""edinennyi organ Narodnoi natsional'noi partii, vseslavianskogo i russkogo soiuzov zhurnalistov. Subtitle varies: 1999 no. 3 - ""Narodnaia natsional'naia partiia"" See also: ERA ROSSII, Natsional'naia gazeta (Moscow) Redaktory: Aleksandr Ivanov, P. Chernov. Moscow, Russia. Two issues per month. 1997-",NA,NA,NA,"series","series",NA,"116-118","Box","Box: ",NA,NA,NA,NA,NA,NA,"1997: no. 1-31998: no. 1(4)-10(13), no. 14-211999: no. 22-34, spetsvypusk no. 1 with headline, ""Dorogoi chitatel'!""2000: no. 35-582001: no. 59-64, no. 7/8(65/66)-14(72), no. 17(75)-23/24(81/82), no. 62, spetsial'nyi vypusk with headline ""My srazhaemsia za Ivanova""2002: no. 1(83)-23/24(105/106)2003: no. 1(107), no. 2(107) [sic], no. 3(107) [sic), no. 4(110)-19(125)2004: no. 1(126)-3(128), no. 5(130), no. 7(132), no. 18(143)-19/20(144/145)2005: no. 3/4(152/153), no. 11/12(154/155) [numbering Irregularity], no. 21/22(154/155) [numbering Irregularity]2006: no. 1/2(156/157), no. 4/5(158/159)-7(161)",1,"Series",NA
"3257",1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 1-3"
"3258",1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 1(4)-10(13), 14-21"
"3259",1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 22-34, spetsvypusk 1 with headline, ""Dorogoi chitatel'!"""
"3260",1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 35-58"
"3261",1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 59-64, 7/8(65/66)-14(72), 17(75)-23/24(81/82), 62, spetsial'nyi vypusk with headline ""My srazhaemsia za Ivaa"""
"3262",1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 1(83)-23/24(105/106)"
"3263",1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. 1(107), 2(107) [sic], 3(107) [sic), 4(110)-19(125)"
"3264",1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 1(126)-3(128), 5(130), 7(132), 18(143)-19/20(144/145)"
"3265",1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 3/4(152/153), 11/12(154/155) [numbering Irregularity], 21/22(154/155) [numbering Irregularity]"
"3266",1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 1/2(156/157), 4/5(158/159)-7(161)"
"3267",1067,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IA VYBIRAIU IABLOKO! spetsvypusk gazety ""Moskovskie Vorota."" Glavnyi redaktor: Mikhail Begak. Sankt-Peterburg, Russia. 199?-",NA,NA,NA,"series","series",NA,"118","Box","Box: ",NA,NA,NA,NA,NA,NA,"1995: no. 22 (December)1996: no. 8(32)-9(33) (May), no. 11(35) (May)",1,"Series",NA
"3268",1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 22 (December)"
"3269",1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996: no. 8(32)-9(33) (May), 11(35) (May)"
"3270",1068,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IA VYBIRAIU IAVLINSKOGO spetsvypusk gazety ""Moskovskie Vorota."" Glavnyi redaktor: Mikhail Begak. Sankt-Peterburg, Russia. 199?-",NA,NA,NA,"series","series",NA,"118","Box","Box: ",NA,NA,NA,NA,NA,NA,"1996: no. 14(38)",1,"Series",NA
"3271",1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996: no. 14(38)"
"3272",1069,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IABLOCHKO spetsial'nyi vypusk gazety ""Moskovskoe Iabloko."" Redaktor: Vladimir Nyrko. Moscow, Russia. 1998-",NA,NA,NA,"series","series",NA,"118","Box","Box: ",NA,NA,NA,NA,NA,NA,"1998: December (probnyi vypusk)1999: April, May, no. 2; July, no. 3; August",1,"Series",NA
"3273",1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. December (probnyi vypusk)"
"3274",1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. April, May, no. 2; July, no. 3; August"
"3275",1070,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IABLOKO ezhenedel'naia gazeta moskovskogo regiona. Glavnyi redaktor: S. Kocherov. Khimki, Russia. Approx. weekly. 199?-",NA,NA,NA,"series","series",NA,"487","Box","Box: ",NA,NA,NA,NA,NA,NA,"1995: no. 3(5), no. 10(12)-14(16), no. 18/19(20/21)-22(24)1996?one undated and unnumbered spetstial'nyi vypusk, with headline ""Diagnoz vlasti""",1,"Series",NA
"3276",1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 3(5), 10(12)-14(16), 18/19(20/21)-22(24)1996?one undated and unnumbered spetstial'nyi vypusk, with headline ""Diagvlasti"""
"3277",1071,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IABLOKO informatsionno-politicheskii biulleten' Rossiskoi demokraticheskoi partii Redaktor V. Popov. Moscow, Russia. 2002",NA,NA,NA,"series","series",NA,"564","Box","Box: ",NA,NA,NA,NA,NA,NA,"2006: no. 2(55)",1,"Series",NA
"3278",1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 2(55)"
"3279",1072,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IABLOKO obshchestvennaia tribuna. Glavnyi redaktor: Tat'iana Latysheva. Moscow, Russia. 1998-",NA,NA,NA,"series","series",NA,"118","Box","Box: ",NA,NA,NA,NA,NA,NA,"1998: no. 1",1,"Series",NA
"3280",1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 1"
"3281",1073,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IABLOKO PODMOSKOV'IA Uchreditel': Moskovskaia Oblastnaia Regional'naia Partiia"" Glavnyi redaktor: Sergei Kocherov. Moscow, Russia. Approx. weekly. 1995-",NA,NA,NA,"series","series",NA,"487","Box","Box: ",NA,NA,NA,NA,NA,NA,"1995: no. 1-71996: no. 1(8)-3(10), spetsial'nyi vypusk (March) with headline ""Zaiavlenie fraktsii ""Iabloko,"" one unnumbered issue (March/April) with headline ""Obshcherossiiskie dni antivoennykh deistvii,"" no. 11(18)-14(21), no. 16(23)-17(24), no. 19(26)-29/30(36/37), no. 32(39)-34(41), no. 36(43)-40/41(47/48)1997: no. 1(49)-2(50), no. 4(52)- 11(59), no. 13(61)-28(76), no. 30(78)-36(84), no. 38(86)1998: no. 1(88)-4/5(91/92)1999: no. 1(95)",1,"Series",NA
"3282",1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 1-7"
"3283",1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996: no. 1(8)-3(10), spetsial'nyi vypusk (March) with headline ""Zaiavlenie fraktsii ""Iabloko,"" one unnumbered issue (March/April) with headline ""Obshcherossiiskie dni antivoennykh deistvii,"" 11(18)-14(21), 16(23)-17(24), 19(26)-29/30(36/37), 32(39)-34(41), 36(43)-40/41(47/48)"
"3284",1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 1(49)-2(50), 4(52)- 11(59), 13(61)-28(76), 30(78)-36(84), 38(86)"
"3285",1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 1(88)-4/5(91/92)"
"3286",1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 1(95)"
"3287",1074,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IABLOKO PRIKAM'IA Perm', Russia. 1997?-",NA,NA,NA,"series","series",NA,"487","Box","Box: ",NA,NA,NA,NA,NA,NA,"1997: no. 1",1,"Series",NA
"3288",1074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 1"
"3289",1075,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IABLOKO PRIMOR'IA obshchestvenno-politicheskaia gazeta. I. O. glavnogo redaktora: Gennadii Donskoi. Vladivostok, Russia. 1999:00:00",NA,NA,NA,"series","series",NA,"118","Box","Box: ",NA,NA,NA,NA,NA,NA,"2004: no. 3(25)",1,"Series",NA
"3290",1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 3(25)"
"3291",1076,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","IABLOKO ROSSII ezhenedel'naia gazeta ob""edineniia ""Iabloko."" Glavnye redaktory: S. M. Kocherov, Vitalii Popov. Moscow, Russia. Weekly. 1997-",NA,NA,NA,"series","series",NA,"118-119","Box","Box: ",NA,NA,NA,NA,NA,NA,"1997: no. 0(Feb. ), no. 0(June)-4, spetsial'nyi vypusk (March 25), spetsial'nyi vypusk (December 1st)1998: no. 1(5)-4(8), no. 7(11)-11(15), spetsial'nyi vypusk (May 9), no. 2(16)-22(26), no. 24(28)-25(29), no. 27(31)-30(34)1999: no. 1(35)-2(36), no. 4(38)-24(58), no. 26(60)-30(64), no. 32(66)-36(70), no. 38(72), no. 39 with headline ""Spasaite, kto mozhet!,"" no. 39(73) with headline """"Iabloko"" v sovremennoi, politike: ...,"" no. 41(75)-43(77), no. 45(79)-49(83), no. 50 with headline ""Unichtozhit' bandatov ...,"" no. 52(86), no. 53 with headline ""Blizhe vybory ...,"" no. 55 with headline ""Vyberi svoe budushchee!,"" no. 56(90)-58(92)2000: no. 1(93), no. 3(95)-7(99), no. 9(101)-21(113)2001: no. 1(114)2003: spetsvypusk with headline ""Kak reorganizovat' oligarkhicheskuiu sistemu?""2004: spetsvypusk with headline ""My sokhranim partiiu!""2005: no. 4(119)-5(120), spetsvypusk with headline ""My protiv lzhivoi i litsemernoi politiki «Edinoi Rossii»!, spetsvypusk no. 3 with headline ""Bezdarnye reformy vedut k katastrofam""2006: no. 7(122)-8(123)",1,"Series",NA
"3292",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 0(Feb. ), no. 0(June)-4, spetsial'nyi vypusk (March 25), spetsial'nyi vypusk (December 1st)POSSIBLE PROCESSING ERROR!spetsvypusk with headline ""Kak reorganizovat' oligarkhicheskuiu sistemu?"""
"3293",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 1(5)-4(8), no. 7(11)-11(15), spetsial'nyi vypusk (May 9), no. 2(16)-22(26), no. 24(28)-25(29), no. 27(31)-30(34)POSSIBLE PROCESSING ERROR!spetsvypusk with headline ""My sokhranim partiiu!"""
"3294",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 1(35)-2(36), no. 4(38)-24(58), no. 26(60)-30(64), no. 32(66)-36(70), no. 38(72), no. 39 with headline ""Spasaite, kto mozhet!,"" no. 39(73) with headline """"Iabloko"" v sovremennoi, politikePOSSIBLE PROCESSING ERROR!spetsvypusk with headline ""Kak reorganizovat' oligarkhicheskuiu sistemu?"""
"3295",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. ...,"" no. 41(75)-43(77), no. 45(79)-49(83), no. 50 with headline ""Unichtozhit' bandatov ...,"" no. 52(86), no. 53 with headline ""Blizhe vybory ...,"" no. 55 with headline ""Vyberi svoe budushchee!,"" no. 56(90)-58(92)POSSIBLE PROCESSING ERROR!spetsvypusk with headline ""My sokhranim partiiu!"""
"3296",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 1(93), no. 3(95)-7(99), no. 9(101)-21(113)POSSIBLE PROCESSING ERROR!spetsvypusk with headline ""Kak reorganizovat' oligarkhicheskuiu sistemu?"""
"3297",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. 1(114)POSSIBLE PROCESSING ERROR!spetsvypusk with headline ""My sokhranim partiiu!"""
"3298",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 4(119)-5(120), spetsvypusk with headline ""My protiv lzhivoi i litsemernoi politiki «Edinoi Rossii»!, spetsvypusk no. 3 with headline ""Bezdarnye reformy vedut k katastrofam""POSSIBLE PROCESSING ERROR!spetsvypusk with headline ""Kak reorganizovat' oligarkhicheskuiu sistemu?"""
"3299",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 7(122)-8(123)POSSIBLE PROCESSING ERROR!spetsvypusk with headline ""My sokhranim partiiu!"""
"3300",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 0(Feb. ), no. 0(June)-4, spetsial'nyi vypusk (March 25), spetsial'nyi vypusk (December 1st)POSSIBLE PROCESSING ERROR!spetsvypusk with headline ""Kak reorganizovat' oligarkhicheskuiu sistemu?"""
